"Obec/město/KATASTR","Okres","Kraj","PČR útvar","Číslo katastru","Původní (chybné) zařazení/Poznámka","PRIORITA",,
"BOŽTĚŠICE","Ústí nad Labem","Ústecký kraj","OOP Všebořice",608955,"OOP Ústí nad Labem - město",2,"oop všebořice",
"CHUDEROVEC","Ústí nad Labem","Ústecký kraj","OOP Všebořice",654744,"OOP Ústí nad Labem - město",2,"oop všebořice",
"Hovězí","Vsetín","Zlínský kraj","OOP Vsetín",,,,"oop vsetín",
"Janová","Vsetín","Zlínský kraj","OOP Vsetín",,,,"oop vsetín",
"Lhota u Vsetína","Vsetín","Zlínský kraj","OOP Vsetín",,,,"oop vsetín",
"Liptál","Vsetín","Zlínský kraj","OOP Vsetín",,,,"oop vsetín",
"Ústí","Vsetín","Zlínský kraj","OOP Vsetín",,,,"oop vsetín",
"Vsetín","Vsetín","Zlínský kraj","OOP Vsetín",,,,"oop vsetín",
"Březina","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Dětkovice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Drnovice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Drysice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Habrovany","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Hlubočany","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Hoštice-Heroltice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Ivanovice na Hané","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Ježkovice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Komořany","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Krásensko","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Křižanovice u Vyškova","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Kučerov","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Luleč","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Lysovice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Medlovice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Moravské Málkovice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Nemojany","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Nové Sady","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Olšany","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Orlovice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Podbřežice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Podivice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Podomí","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Prusy-Boškůvky","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Pustiměř","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Račice-Pístovice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Radslavice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Rostěnice-Zvonovice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Rousínov","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Ruprechtov","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Rybníček","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Studnice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Švábenice","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Topolany","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Tučapy","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Vážany","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Vyškov","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Zelená Hora","Vyškov","Jihomoravský kraj","OOP Vyškov",,,,"oop vyškov",
"Bučina","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"České Heřmanice","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Dobříkov","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Džbánov","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Hrušová","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Javorník","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Libecina","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Pustina","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Slatina","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Tisová","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Vraclav","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Vysoké Mýto","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Zádolí","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Zámrsk","Ústí nad Orlicí","Pardubický kraj","OOP Vysoké Mýto",,,,"oop vysoké mýto",
"Bohuslavice","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Brníčko","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Drozdov","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Dubicko","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Horní Studénky","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Hoštejn","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Hrabová","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Hynčina","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Jakubovice","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Jedlí","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Jestřebí","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Kolšov","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Kosov","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Lesnice","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Leština","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Lukavice","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Nemile","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Písařov","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Postřelmov","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Postřelmůvek","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Rájec","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Rovensko","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Štíty","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Sudkov","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Svébohov","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Zábřeh","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Zborov","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Zvole","Šumperk","Olomoucký kraj","OOP Zábřeh",,,,"oop zábřeh",
"Bernartice","Trutnov","Královéhradecký kraj","OOP Žacléř",,,,"oop žacléř",
"Královec","Trutnov","Královéhradecký kraj","OOP Žacléř",,,,"oop žacléř",
"Lampertice","Trutnov","Královéhradecký kraj","OOP Žacléř",,,,"oop žacléř",
"Žacléř","Trutnov","Královéhradecký kraj","OOP Žacléř",,,,"oop žacléř",
"Zlatá Olešnice","Trutnov","Královéhradecký kraj","OOP Žacléř",,,,"oop žacléř",
"Česká Rybná","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"České Petrovice","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Dlouhoňovice","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Hejnice","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Helvíkovice","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Kameničná","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Klášterec nad Orlicí","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Kunvald","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Líšnice","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Lukavice","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Nekoř","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Pastviny","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Záchlumí","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Žamberk","Ústí nad Orlicí","Pardubický kraj","OOP Žamberk",,,,"oop žamberk",
"Blíževedly","Česká Lípa","Liberecký kraj","OOP Žandov",,,,"oop žandov",
"Horní Libchava","Česká Lípa","Liberecký kraj","OOP Žandov",,,,"oop žandov",
"Horní Police","Česká Lípa","Liberecký kraj","OOP Žandov",,,,"oop žandov",
"Kozly","Česká Lípa","Liberecký kraj","OOP Žandov",,,,"oop žandov",
"Kravaře","Česká Lípa","Liberecký kraj","OOP Žandov",,,,"oop žandov",
"Stružnice","Česká Lípa","Liberecký kraj","OOP Žandov",,,,"oop žandov",
"Stvolínky","Česká Lípa","Liberecký kraj","OOP Žandov",,,,"oop žandov",
"Volfartice","Česká Lípa","Liberecký kraj","OOP Žandov",,,,"oop žandov",
"Žandov","Česká Lípa","Liberecký kraj","OOP Žandov",,,,"oop žandov",
"Bitozeves","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Blažim","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Čeradice","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Deštnice","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Holedeč","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Liběšice","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Libočany","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Libořice","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Měcholupy","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Nové Sedlo","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Staňkovice","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Velemyšleves","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Zálužice","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Žatec","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"Žiželice","Louny","Ústecký kraj","OOP Žatec",,,,"oop žatec",
"NEČEMICE","Louny","Ústecký kraj","OOP Žatec",701882,"OOP Postoloprty",2,"oop žatec",
"Cekov","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Chlum","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Čilá","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Drahoňův Újezd","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Hradiště","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Kařez","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Kařízek","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Lhota pod Radčem","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Líšná","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Mlečice","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Ostrovec-Lhotka","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Plískov","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Podmokly","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Sirá","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Terešov","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Týček","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Zbiroh","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Zvíkovec","Rokycany","Plzeňský kraj","OOP Zbiroh",,,,"oop zbiroh",
"Bludov","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Bohdaneč","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Černíny","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Červené Janovice","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Čestín","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Křesetice","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Malešov","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Opatovice I","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Paběnice","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Petrovice I","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Štipoklasy","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Třebětín","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Úmonín","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Zbraslavice","Kutná Hora","Středočeský kraj","OOP Zbraslavice",,,,"oop zbraslavice",
"Bohdalov","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Březí nad Oslavou","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Budeč","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Cikháj","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Hamry nad Sázavou","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Hodíškov","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Jámy","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Karlov","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Kněževes","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Kotlasy","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Krásněves","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Lhotka","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Malá Losenice","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Matějov","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Nížkov","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Nové Dvory","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Nové Veselí","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Obyčtov","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Ostrov nad Oslavou","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Pavlov","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Počítky","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Poděšín","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Pokojov","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Polnička","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Račín","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Radostín","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Radostín nad Oslavou","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Rosička","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Rudolec","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Sázava","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Sazomín","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Sirákov","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Sklené","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Škrdlovice","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Světnov","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Újezd","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Vatín","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Velká Losenice","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Vepřová","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Vojnův Městec","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Vysoké","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Zadní Zhořec","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Žďár nad Sázavou","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"Znětínek","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",,,,"oop žďár nad sázavou",
"ZÁSEKA","Žďár nad Sázavou","Kraj Vysočina","OOP Žďár nad Sázavou",703923,"OOP Velké Meziříčí",2,"oop žďár nad sázavou",
"Bavoryně","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Březová","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Broumy","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Bzová","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Chlustina","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Chodouň","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Hředle","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Kotopeky","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Kublov","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Libomyšl","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Otmíče","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Praskolesy","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Stašov","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Točník","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Zdice","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Žebrák","Beroun","Středočeský kraj","OOP Zdice",,,,"oop zdice",
"Prášily","Klatovy","Plzeňský kraj","OOP Železná Ruda",,,,"oop železná ruda",
"Železná Ruda","Klatovy","Plzeňský kraj","OOP Železná Ruda",,,,"oop železná ruda",
"Držkov","Jablonec nad Nisou","Liberecký kraj","OOP Železný Brod",,,,"oop železný brod",
"Jílové u Držkova","Jablonec nad Nisou","Liberecký kraj","OOP Železný Brod",,,,"oop železný brod",
"Koberovy","Jablonec nad Nisou","Liberecký kraj","OOP Železný Brod",,,,"oop železný brod",
"Líšný","Jablonec nad Nisou","Liberecký kraj","OOP Železný Brod",,,,"oop železný brod",
"Loužnice","Jablonec nad Nisou","Liberecký kraj","OOP Železný Brod",,,,"oop železný brod",
"Malá Skála","Jablonec nad Nisou","Liberecký kraj","OOP Železný Brod",,,,"oop železný brod",
"Pěnčín","Jablonec nad Nisou","Liberecký kraj","OOP Železný Brod",,,,"oop železný brod",
"Radčice","Jablonec nad Nisou","Liberecký kraj","OOP Železný Brod",,,,"oop železný brod",
